month,year,date,well_number,depth_to_water,depth_to_water-neg,change
June,2007,6/1/07,27,60.6,-60.6,NaN
June,2008,6/1/08,27,72.1,-72.1,-11.5
June,2009,6/1/09,27,63.1,-63.1,9.0
June,2010,6/1/10,27,78,-78,-14.9
June,2011,6/1/11,27,65,-65,13.0
June,2012,6/1/12,27,74.6,-74.6,-9.6
June,2013,6/1/13,27,73.9,-73.9,0.7
June,2014,6/1/14,27,94.7,-94.7,-20.8
March,2007,3/1/07,27,30.1,-30.1,NaN
March,2008,3/1/08,27,22.4,-22.4,7.7
March,2009,3/1/09,27,30,-30,-7.6
March,2010,3/1/10,27,45.9,-45.9,-15.9
March,2011,3/1/11,27,34.7,-34.7,11.2
March,2012,3/1/12,27,31.9,-31.9,2.8
March,2013,3/1/13,27,48.4,-48.4,-16.5
March,2014,3/1/14,27,48.4,-48.4,0.0
May,2007,5/1/07,27,61.3,-61.3,NaN
May,2008,5/1/08,27,72,-72,-10.7
May,2009,5/1/09,27,63.1,-63.1,8.9
May,2010,5/1/10,27,68.2,-68.2,-5.1
May,2011,5/1/11,27,67.4,-67.4,0.8
May,2012,5/1/12,27,60.1,-60.1,7.3
May,2013,5/1/13,27,64.6,-64.6,-4.5
May,2014,5/1/14,27,77,-77,-12.4
November,2007,11/1/07,27,36.5,-36.5,NaN
November,2008,11/1/08,27,31,-31,5.5
November,2009,11/1/09,27,55.4,-55.4,-24.4
November,2011,11/1/11,27,64.2,-64.2,-8.8
November,2012,11/1/12,27,46,-46,18.2
November,2013,11/1/13,27,50.6,-50.6,-4.6
October,2007,10/1/07,27,25.6,-25.6,NaN
October,2008,10/1/08,27,49.3,-49.3,-23.7
October,2009,10/1/09,27,60.9,-60.9,-11.6
October,2010,10/1/10,27,77.6,-77.6,-16.7
October,2011,10/1/11,27,69.6,-69.6,8.0
October,2012,10/1/12,27,50.5,-50.5,19.1
October,2013,10/1/13,27,60.4,-60.4,-9.9
September,2007,9/1/07,27,54.1,-54.1,NaN
September,2008,9/1/08,27,56.3,-56.3,-2.2
September,2009,9/1/09,27,80.4,-80.4,-24.1
September,2010,9/1/10,27,76.2,-76.2,4.2
September,2011,9/1/11,27,74,-74,2.2
September,2012,9/1/12,27,61.6,-61.6,12.4
September,2013,9/1/13,27,63,-63,-1.4
April,2009,4/1/09,28,63.5,-63.5,NaN
April,2010,4/1/10,28,51,-51,12.5
April,2011,4/1/11,28,108.7,-108.7,-57.7
April,2012,4/1/12,28,84,-84,24.7
April,2014,4/1/14,28,78.8,-78.8,5.2
August,2009,8/1/09,28,124,-124,NaN
August,2010,8/1/10,28,122.4,-122.4,1.6
August,2011,8/1/11,28,116.9,-116.9,5.5
August,2012,8/1/12,28,134.2,-134.2,-17.3
December,2008,12/1/08,28,75.7,-75.7,NaN
December,2009,12/1/09,28,68,-68,7.7
December,2011,12/1/11,28,110.1,-110.1,-42.1
December,2012,12/1/12,28,83.4,-83.4,26.7
December,2013,12/1/13,28,94,-94,-10.6
February,2009,2/1/09,28,60.1,-60.1,NaN
February,2010,2/1/10,28,57.1,-57.1,3.0
February,2011,2/1/11,28,76.8,-76.8,-19.7
February,2012,2/1/12,28,111.9,-111.9,-35.1
February,2013,2/1/13,28,74.8,-74.8,37.1
February,2014,2/1/14,28,78.6,-78.6,-3.8
January,2009,1/1/09,28,69,-69,NaN
January,2010,1/1/10,28,61.5,-61.5,7.5
January,2011,1/1/11,28,79.8,-79.8,-18.3
January,2012,1/1/12,28,111.1,-111.1,-31.3
January,2013,1/1/13,28,74.7,-74.7,36.4
January,2014,1/1/14,28,81.4,-81.4,-6.7
July,2009,7/1/09,28,134.9,-134.9,NaN
July,2010,7/1/10,28,135,-135,-0.1
July,2011,7/1/11,28,133.3,-133.3,1.7
July,2012,7/1/12,28,132.3,-132.3,1.0
July,2014,7/1/14,28,137,-137,-4.7
June,2010,6/1/10,28,99.4,-99.4,NaN
June,2011,6/1/11,28,123.7,-123.7,-24.3
June,2012,6/1/12,28,114.2,-114.2,9.5
June,2014,6/1/14,28,126.7,-126.7,-12.5
March,2009,3/1/09,28,55,-55,NaN
March,2010,3/1/10,28,55,-55,0.0
March,2011,3/1/11,28,93.3,-93.3,-38.3
March,2012,3/1/12,28,91,-91,2.3
March,2013,3/1/13,28,80.6,-80.6,10.4
March,2014,3/1/14,28,70.5,-70.5,10.1
May,2010,5/1/10,28,68.4,-68.4,NaN
May,2011,5/1/11,28,87.5,-87.5,-19.1
May,2012,5/1/12,28,104.3,-104.3,-16.8
May,2014,5/1/14,28,98.8,-98.8,5.5
November,2008,11/1/08,28,86,-86,NaN
November,2009,11/1/09,28,77,-77,9.0
November,2011,11/1/11,28,88.6,-88.6,-11.6
November,2012,11/1/12,28,91.3,-91.3,-2.7
November,2013,11/1/13,28,98.4,-98.4,-7.1
October,2009,10/1/09,28,98,-98,NaN
October,2010,10/1/10,28,109.1,-109.1,-11.1
October,2011,10/1/11,28,92,-92,17.1
October,2012,10/1/12,28,99.9,-99.9,-7.9
October,2013,10/1/13,28,103.8,-103.8,-3.9
September,2009,9/1/09,28,113.2,-113.2,NaN
September,2010,9/1/10,28,109.1,-109.1,4.1
September,2011,9/1/11,28,105.3,-105.3,3.8
September,2012,9/1/12,28,117.1,-117.1,-11.8
September,2013,9/1/13,28,117.8,-117.8,-0.7
April,2007,4/1/07,29,40.9,-40.9,NaN
April,2008,4/1/08,29,70,-70,-29.1
April,2009,4/1/09,29,80.9,-80.9,-10.9
April,2010,4/1/10,29,53,-53,27.9
April,2011,4/1/11,29,50.4,-50.4,2.6
April,2012,4/1/12,29,58.5,-58.5,-8.1
April,2013,4/1/13,29,58.8,-58.8,-0.3
April,2014,4/1/14,29,68,-68,-9.2
August,2007,8/1/07,29,63,-63,NaN
August,2008,8/1/08,29,67,-67,-4.0
August,2009,8/1/09,29,74.9,-74.9,-7.9
August,2010,8/1/10,29,66.3,-66.3,8.6
August,2011,8/1/11,29,63,-63,3.3
August,2012,8/1/12,29,96.4,-96.4,-33.4
August,2013,8/1/13,29,102.9,-102.9,-6.5
December,2007,12/1/07,29,58.9,-58.9,NaN
December,2009,12/1/09,29,66.6,-66.6,-7.7
December,2011,12/1/11,29,65.6,-65.6,1.0
December,2012,12/1/12,29,57.6,-57.6,8.0
December,2013,12/1/13,29,70.8,-70.8,-13.2
February,2007,2/1/07,29,44.2,-44.2,NaN
February,2008,2/1/08,29,53.5,-53.5,-9.3
February,2010,2/1/10,29,57.3,-57.3,-3.8
February,2011,2/1/11,29,53.3,-53.3,4.0
February,2012,2/1/12,29,63,-63,-9.7
February,2013,2/1/13,29,47,-47,16.0
February,2014,2/1/14,29,73,-73,-26.0
January,2007,1/1/07,29,45.6,-45.6,NaN
January,2008,1/1/08,29,55.1,-55.1,-9.5
January,2009,1/1/09,29,75.3,-75.3,-20.2
January,2010,1/1/10,29,61.7,-61.7,13.6
January,2011,1/1/11,29,55.9,-55.9,5.8
January,2012,1/1/12,29,65.6,-65.6,-9.7
January,2013,1/1/13,29,50.9,-50.9,14.7
January,2014,1/1/14,29,74.8,-74.8,-23.9
July,2007,7/1/07,29,64.4,-64.4,NaN
July,2008,7/1/08,29,65.9,-65.9,-1.5
July,2009,7/1/09,29,76,-76,-10.1
July,2010,7/1/10,29,63,-63,13.0
July,2011,7/1/11,29,58.3,-58.3,4.7
July,2012,7/1/12,29,90,-90,-31.7
July,2013,7/1/13,29,99,-99,-9.0
July,2014,7/1/14,29,111.3,-111.3,-12.3
June,2007,6/1/07,29,50.4,-50.4,NaN
June,2008,6/1/08,29,66,-66,-15.6
June,2010,6/1/10,29,57.2,-57.2,8.8
June,2011,6/1/11,29,57.7,-57.7,-0.5
June,2012,6/1/12,29,78.8,-78.8,-21.1
June,2013,6/1/13,29,86.7,-86.7,-7.9
June,2014,6/1/14,29,97.6,-97.6,-10.9
March,2007,3/1/07,29,41,-41,NaN
March,2008,3/1/08,29,51.8,-51.8,-10.8
March,2009,3/1/09,29,77,-77,-25.2
March,2010,3/1/10,29,54.4,-54.4,22.6
March,2011,3/1/11,29,51.8,-51.8,2.6
March,2012,3/1/12,29,54.3,-54.3,-2.5
March,2013,3/1/13,29,52,-52,2.3
March,2014,3/1/14,29,79.1,-79.1,-27.1
May,2007,5/1/07,29,45.9,-45.9,NaN
May,2008,5/1/08,29,68.1,-68.1,-22.2
May,2010,5/1/10,29,53.8,-53.8,14.3
May,2011,5/1/11,29,51.5,-51.5,2.3
May,2012,5/1/12,29,66.6,-66.6,-15.1
May,2013,5/1/13,29,75,-75,-8.4
May,2014,5/1/14,29,83.2,-83.2,-8.2
November,2007,11/1/07,29,64,-64,NaN
November,2008,11/1/08,29,84,-84,-20.0
November,2009,11/1/09,29,69,-69,15.0
November,2011,11/1/11,29,59,-59,10.0
November,2012,11/1/12,29,67,-67,-8.0
November,2013,11/1/13,29,80.2,-80.2,-13.2
October,2009,10/1/09,29,72,-72,NaN
October,2010,10/1/10,29,66.2,-66.2,5.8
October,2011,10/1/11,29,61.8,-61.8,4.4
October,2012,10/1/12,29,79.8,-79.8,-18.0
October,2013,10/1/13,29,89.9,-89.9,-10.1
September,2007,9/1/07,29,64.3,-64.3,NaN
September,2009,9/1/09,29,75.2,-75.2,-10.9
September,2010,9/1/10,29,66.2,-66.2,9.0
September,2011,9/1/11,29,64.5,-64.5,1.7
September,2012,9/1/12,29,89.2,-89.2,-24.7
September,2013,9/1/13,29,93.6,-93.6,-4.4
April,2007,4/1/07,30,65.5,-65.5,NaN
April,2008,4/1/08,30,107,-107,-41.5
April,2010,4/1/10,30,46.2,-46.2,60.8
April,2011,4/1/11,30,73.5,-73.5,-27.3
April,2012,4/1/12,30,70,-70,3.5
April,2013,4/1/13,30,77.5,-77.5,-7.5
April,2014,4/1/14,30,70.9,-70.9,6.6
August,2008,8/1/08,30,140.6,-140.6,NaN
August,2009,8/1/09,30,93,-93,47.6
August,2010,8/1/10,30,131.4,-131.4,-38.4
August,2011,8/1/11,30,119.1,-119.1,12.3
August,2012,8/1/12,30,157.5,-157.5,-38.4
August,2013,8/1/13,30,118.6,-118.6,38.9
December,2007,12/1/07,30,79.7,-79.7,NaN
December,2008,12/1/08,30,93.5,-93.5,-13.8
December,2009,12/1/09,30,60.3,-60.3,33.2
December,2011,12/1/11,30,70.5,-70.5,-10.2
December,2012,12/1/12,30,90.8,-90.8,-20.3
December,2013,12/1/13,30,84.6,-84.6,6.2
February,2007,2/1/07,30,52.8,-52.8,NaN
February,2008,2/1/08,30,96.2,-96.2,-43.4
February,2009,2/1/09,30,75.2,-75.2,21.0
February,2010,2/1/10,30,53.2,-53.2,22.0
February,2011,2/1/11,30,61.8,-61.8,-8.6
February,2012,2/1/12,30,61,-61,0.8
February,2013,2/1/13,30,90.5,-90.5,-29.5
February,2014,2/1/14,30,82.2,-82.2,8.3
January,2007,1/1/07,30,60.1,-60.1,NaN
January,2009,1/1/09,30,86.8,-86.8,-26.7
January,2010,1/1/10,30,55.3,-55.3,31.5
January,2011,1/1/11,30,72.2,-72.2,-16.9
January,2012,1/1/12,30,64.6,-64.6,7.6
January,2013,1/1/13,30,92.8,-92.8,-28.2
January,2014,1/1/14,30,84,-84,8.8
July,2007,7/1/07,30,106.5,-106.5,NaN
July,2008,7/1/08,30,139.6,-139.6,-33.1
July,2009,7/1/09,30,93,-93,46.6
July,2010,7/1/10,30,124.9,-124.9,-31.9
July,2011,7/1/11,30,107,-107,17.9
July,2012,7/1/12,30,159.7,-159.7,-52.7
July,2013,7/1/13,30,125.5,-125.5,34.2
July,2014,7/1/14,30,76.8,-76.8,48.7
June,2008,6/1/08,30,131,-131,NaN
June,2009,6/1/09,30,100.2,-100.2,30.8
June,2010,6/1/10,30,106,-106,-5.8
June,2011,6/1/11,30,98.3,-98.3,7.7
June,2012,6/1/12,30,141.2,-141.2,-42.9
June,2013,6/1/13,30,136.6,-136.6,4.6
June,2014,6/1/14,30,90.9,-90.9,45.7
March,2007,3/1/07,30,51.3,-51.3,NaN
March,2008,3/1/08,30,99.5,-99.5,-48.2
March,2009,3/1/09,30,77.6,-77.6,21.9
March,2010,3/1/10,30,50,-50,27.6
March,2011,3/1/11,30,57.2,-57.2,-7.2
March,2012,3/1/12,30,61.6,-61.6,-4.4
March,2013,3/1/13,30,70.1,-70.1,-8.5
March,2014,3/1/14,30,72.1,-72.1,-2.0
May,2007,5/1/07,30,98.8,-98.8,NaN
May,2008,5/1/08,30,121.6,-121.6,-22.8
May,2009,5/1/09,30,100.2,-100.2,21.4
May,2010,5/1/10,30,58.2,-58.2,42.0
May,2011,5/1/11,30,85.8,-85.8,-27.6
May,2012,5/1/12,30,92.5,-92.5,-6.7
May,2013,5/1/13,30,98.8,-98.8,-6.3
May,2014,5/1/14,30,74.4,-74.4,24.4
November,2007,11/1/07,30,89.2,-89.2,NaN
November,2009,11/1/09,30,69,-69,20.2
November,2011,11/1/11,30,91.1,-91.1,-22.1
November,2012,11/1/12,30,107.6,-107.6,-16.5
November,2013,11/1/13,30,92.4,-92.4,15.2
October,2007,10/1/07,30,95.7,-95.7,NaN
October,2008,10/1/08,30,128.3,-128.3,-32.6
October,2009,10/1/09,30,80.9,-80.9,47.4
October,2010,10/1/10,30,111,-111,-30.1
October,2011,10/1/11,30,102.3,-102.3,8.7
October,2012,10/1/12,30,166.2,-166.2,-63.9
October,2013,10/1/13,30,100.6,-100.6,65.6
September,2007,9/1/07,30,125.7,-125.7,NaN
September,2009,9/1/09,30,88.5,-88.5,37.2
September,2010,9/1/10,30,111,-111,-22.5
September,2011,9/1/11,30,90.6,-90.6,20.4
September,2012,9/1/12,30,152.1,-152.1,-61.5
September,2013,9/1/13,30,109.8,-109.8,42.3
April,2007,4/1/07,31,67.4,-67.4,NaN
April,2008,4/1/08,31,85.9,-85.9,-18.5
April,2009,4/1/09,31,79.5,-79.5,6.4
April,2010,4/1/10,31,51,-51,28.5
April,2011,4/1/11,31,87.6,-87.6,-36.6
April,2012,4/1/12,31,80.3,-80.3,7.3
April,2013,4/1/13,31,102.7,-102.7,-22.4
April,2014,4/1/14,31,85.4,-85.4,17.3
August,2007,8/1/07,31,111.2,-111.2,NaN
August,2008,8/1/08,31,117.1,-117.1,-5.9
August,2009,8/1/09,31,112.6,-112.6,4.5
August,2010,8/1/10,31,110.4,-110.4,2.2
August,2011,8/1/11,31,107.4,-107.4,3.0
August,2012,8/1/12,31,124.6,-124.6,-17.2
August,2013,8/1/13,31,127.7,-127.7,-3.1
December,2007,12/1/07,31,93.4,-93.4,NaN
December,2008,12/1/08,31,86.1,-86.1,7.3
December,2009,12/1/09,31,68.1,-68.1,18.0
December,2011,12/1/11,31,85,-85,-16.9
December,2012,12/1/12,31,94.1,-94.1,-9.1
December,2013,12/1/13,31,98.6,-98.6,-4.5
February,2007,2/1/07,31,68.6,-68.6,NaN
February,2008,2/1/08,31,79.5,-79.5,-10.9
February,2009,2/1/09,31,72.6,-72.6,6.9
February,2010,2/1/10,31,56,-56,16.6
February,2011,2/1/11,31,82.2,-82.2,-26.2
February,2012,2/1/12,31,78.8,-78.8,3.4
February,2013,2/1/13,31,85.8,-85.8,-7.0
February,2014,2/1/14,31,84.4,-84.4,1.4
January,2007,1/1/07,31,73.3,-73.3,NaN
January,2008,1/1/08,31,84.1,-84.1,-10.8
January,2009,1/1/09,31,80.4,-80.4,3.7
January,2010,1/1/10,31,61,-61,19.4
January,2011,1/1/11,31,79.6,-79.6,-18.6
January,2012,1/1/12,31,80.6,-80.6,-1.0
January,2013,1/1/13,31,87.1,-87.1,-6.5
January,2014,1/1/14,31,93.5,-93.5,-6.4
July,2007,7/1/07,31,105.1,-105.1,NaN
July,2008,7/1/08,31,116.9,-116.9,-11.8
July,2009,7/1/09,31,109.5,-109.5,7.4
July,2010,7/1/10,31,99.6,-99.6,9.9
July,2011,7/1/11,31,101,-101,-1.4
July,2012,7/1/12,31,118.4,-118.4,-17.4
July,2013,7/1/13,31,127.6,-127.6,-9.2
July,2014,7/1/14,31,127.6,-127.6,0.0
June,2007,6/1/07,31,95,-95,NaN
June,2008,6/1/08,31,112.4,-112.4,-17.4
June,2009,6/1/09,31,92,-92,20.4
June,2010,6/1/10,31,69.5,-69.5,22.5
June,2011,6/1/11,31,95.2,-95.2,-25.7
June,2012,6/1/12,31,106.3,-106.3,-11.1
June,2013,6/1/13,31,116,-116,-9.7
June,2014,6/1/14,31,113.2,-113.2,2.8
March,2007,3/1/07,31,67,-67,NaN
March,2008,3/1/08,31,86.5,-86.5,-19.5
March,2009,3/1/09,31,72,-72,14.5
March,2010,3/1/10,31,54.4,-54.4,17.6
March,2011,3/1/11,31,69.7,-69.7,-15.3
March,2012,3/1/12,31,79.2,-79.2,-9.5
March,2013,3/1/13,31,95.4,-95.4,-16.2
March,2014,3/1/14,31,78,-78,17.4
May,2007,5/1/07,31,81.6,-81.6,NaN
May,2008,5/1/08,31,103.8,-103.8,-22.2
May,2009,5/1/09,31,92,-92,11.8
May,2010,5/1/10,31,55.8,-55.8,36.2
May,2011,5/1/11,31,90,-90,-34.2
May,2012,5/1/12,31,94.4,-94.4,-4.4
May,2013,5/1/13,31,108,-108,-13.6
May,2014,5/1/14,31,97.9,-97.9,10.1
November,2007,11/1/07,31,100.6,-100.6,NaN
November,2008,11/1/08,31,98.6,-98.6,2.0
November,2009,11/1/09,31,76.1,-76.1,22.5
November,2011,11/1/11,31,94.4,-94.4,-18.3
November,2012,11/1/12,31,103.8,-103.8,-9.4
November,2013,11/1/13,31,108.6,-108.6,-4.8
October,2007,10/1/07,31,107,-107,NaN
October,2008,10/1/08,31,111.9,-111.9,-4.9
October,2009,10/1/09,31,101.8,-101.8,10.1
October,2010,10/1/10,31,111.8,-111.8,-10.0
October,2011,10/1/11,31,94.4,-94.4,17.4
October,2012,10/1/12,31,111,-111,-16.6
October,2013,10/1/13,31,116.6,-116.6,-5.6
September,2007,9/1/07,31,115.7,-115.7,NaN
September,2008,9/1/08,31,113.6,-113.6,2.1
September,2009,9/1/09,31,108.7,-108.7,4.9
September,2010,9/1/10,31,111.8,-111.8,-3.1
September,2011,9/1/11,31,108,-108,3.8
September,2012,9/1/12,31,118.6,-118.6,-10.6
September,2013,9/1/13,31,125.2,-125.2,-6.6
April,2008,4/1/08,32,70.8,-70.8,NaN
April,2009,4/1/09,32,70.5,-70.5,0.3
April,2010,4/1/10,32,57,-57,13.5
April,2011,4/1/11,32,52.6,-52.6,4.4
April,2012,4/1/12,32,92,-92,-39.4
April,2013,4/1/13,32,81.9,-81.9,10.1
April,2014,4/1/14,32,104.2,-104.2,-22.3
August,2008,8/1/08,32,71.2,-71.2,NaN
August,2009,8/1/09,32,72,-72,-0.8
August,2010,8/1/10,32,63.7,-63.7,8.3
August,2011,8/1/11,32,63.8,-63.8,-0.1
August,2012,8/1/12,32,117.2,-117.2,-53.4
August,2013,8/1/13,32,136.2,-136.2,-19.0
December,2008,12/1/08,32,75.7,-75.7,NaN
December,2009,12/1/09,32,66.8,-66.8,8.9
December,2011,12/1/11,32,71.9,-71.9,-5.1
December,2012,12/1/12,32,67.1,-67.1,4.8
December,2013,12/1/13,32,101.5,-101.5,-34.4
February,2009,2/1/09,32,70,-70,NaN
February,2010,2/1/10,32,59.6,-59.6,10.4
February,2011,2/1/11,32,55.9,-55.9,3.7
February,2012,2/1/12,32,87.2,-87.2,-31.3
February,2013,2/1/13,32,55.2,-55.2,32.0
February,2014,2/1/14,32,95.1,-95.1,-39.9
January,2009,1/1/09,32,72.7,-72.7,NaN
January,2010,1/1/10,32,61.3,-61.3,11.4
January,2011,1/1/11,32,57.5,-57.5,3.8
January,2012,1/1/12,32,77.5,-77.5,-20.0
January,2013,1/1/13,32,59.4,-59.4,18.1
January,2014,1/1/14,32,100,-100,-40.6
July,2008,7/1/08,32,65.5,-65.5,NaN
July,2009,7/1/09,32,74.2,-74.2,-8.7
July,2010,7/1/10,32,62.2,-62.2,12.0
July,2011,7/1/11,32,59.3,-59.3,2.9
July,2012,7/1/12,32,113.8,-113.8,-54.5
July,2013,7/1/13,32,120.4,-120.4,-6.6
July,2014,7/1/14,32,125.1,-125.1,-4.7
June,2008,6/1/08,32,67,-67,NaN
June,2009,6/1/09,32,65.6,-65.6,1.4
June,2010,6/1/10,32,55.9,-55.9,9.7
June,2011,6/1/11,32,57.6,-57.6,-1.7
June,2012,6/1/12,32,104.4,-104.4,-46.8
June,2013,6/1/13,32,112,-112,-7.6
June,2014,6/1/14,32,121.6,-121.6,-9.6
March,2008,3/1/08,32,52.2,-52.2,NaN
March,2009,3/1/09,32,68,-68,-15.8
March,2010,3/1/10,32,58,-58,10.0
March,2011,3/1/11,32,52.8,-52.8,5.2
March,2012,3/1/12,32,79.2,-79.2,-26.4
March,2013,3/1/13,32,67.1,-67.1,12.1
March,2014,3/1/14,32,89.3,-89.3,-22.2
May,2008,5/1/08,32,83.7,-83.7,NaN
May,2009,5/1/09,32,65.6,-65.6,18.1
May,2010,5/1/10,32,53.9,-53.9,11.7
May,2011,5/1/11,32,55,-55,-1.1
May,2012,5/1/12,32,98.8,-98.8,-43.8
May,2013,5/1/13,32,105.4,-105.4,-6.6
May,2014,5/1/14,32,107.8,-107.8,-2.4
November,2008,11/1/08,32,77.3,-77.3,NaN
November,2009,11/1/09,32,69,-69,8.3
November,2011,11/1/11,32,61.6,-61.6,7.4
November,2012,11/1/12,32,74,-74,-12.4
November,2013,11/1/13,32,84.5,-84.5,-10.5
October,2008,10/1/08,32,79.7,-79.7,NaN
October,2009,10/1/09,32,71.8,-71.8,7.9
October,2010,10/1/10,32,66.4,-66.4,5.4
October,2011,10/1/11,32,64.8,-64.8,1.6
October,2012,10/1/12,32,106.6,-106.6,-41.8
October,2013,10/1/13,32,124.9,-124.9,-18.3
September,2008,9/1/08,32,78.7,-78.7,NaN
September,2009,9/1/09,32,72.3,-72.3,6.4
September,2010,9/1/10,32,66.4,-66.4,5.9
September,2011,9/1/11,32,66.6,-66.6,-0.2
September,2012,9/1/12,32,105.1,-105.1,-38.5
September,2013,9/1/13,32,125,-125,-19.9
April,2008,4/1/08,33,124.4,-124.4,NaN
April,2009,4/1/09,33,110.4,-110.4,14.0
April,2010,4/1/10,33,115.1,-115.1,-4.7
April,2011,4/1/11,33,124.9,-124.9,-9.8
April,2012,4/1/12,33,90,-90,34.9
April,2013,4/1/13,33,105.7,-105.7,-15.7
April,2014,4/1/14,33,113.4,-113.4,-7.7
August,2008,8/1/08,33,107.5,-107.5,NaN
August,2009,8/1/09,33,147.3,-147.3,-39.8
August,2010,8/1/10,33,137.2,-137.2,10.1
August,2011,8/1/11,33,130.2,-130.2,7.0
August,2012,8/1/12,33,151.6,-151.6,-21.4
August,2013,8/1/13,33,140.8,-140.8,10.8
December,2008,12/1/08,33,83.6,-83.6,NaN
December,2009,12/1/09,33,130.2,-130.2,-46.6
December,2011,12/1/11,33,100.1,-100.1,30.1
December,2012,12/1/12,33,107,-107,-6.9
December,2013,12/1/13,33,121.1,-121.1,-14.1
February,2008,2/1/08,33,104.5,-104.5,NaN
February,2009,2/1/09,33,77.5,-77.5,27.0
February,2010,2/1/10,33,107.7,-107.7,-30.2
February,2011,2/1/11,33,101.4,-101.4,6.3
February,2012,2/1/12,33,88.3,-88.3,13.1
February,2013,2/1/13,33,92.1,-92.1,-3.8
February,2014,2/1/14,33,121.7,-121.7,-29.6
January,2008,1/1/08,33,95.7,-95.7,NaN
January,2009,1/1/09,33,85.2,-85.2,10.5
January,2010,1/1/10,33,115.9,-115.9,-30.7
January,2011,1/1/11,33,103.5,-103.5,12.4
January,2012,1/1/12,33,86.8,-86.8,16.7
January,2013,1/1/13,33,82.7,-82.7,4.1
January,2014,1/1/14,33,118.3,-118.3,-35.6
July,2008,7/1/08,33,129.3,-129.3,NaN
July,2009,7/1/09,33,142,-142,-12.7
July,2010,7/1/10,33,132,-132,10.0
July,2011,7/1/11,33,126.7,-126.7,5.3
July,2012,7/1/12,33,137.7,-137.7,-11.0
July,2013,7/1/13,33,160.3,-160.3,-22.6
July,2014,7/1/14,33,131.2,-131.2,29.1
June,2009,6/1/09,33,121.8,-121.8,NaN
June,2010,6/1/10,33,118.8,-118.8,3.0
June,2011,6/1/11,33,125.9,-125.9,-7.1
June,2012,6/1/12,33,131.3,-131.3,-5.4
June,2013,6/1/13,33,148.6,-148.6,-17.3
June,2014,6/1/14,33,141.2,-141.2,7.4
March,2008,3/1/08,33,83.4,-83.4,NaN
March,2009,3/1/09,33,79.4,-79.4,4.0
March,2010,3/1/10,33,116,-116,-36.6
March,2011,3/1/11,33,98.2,-98.2,17.8
March,2012,3/1/12,33,89.9,-89.9,8.3
March,2013,3/1/13,33,106.7,-106.7,-16.8
March,2014,3/1/14,33,118.3,-118.3,-11.6
May,2008,5/1/08,33,140.7,-140.7,NaN
May,2009,5/1/09,33,121.8,-121.8,18.9
May,2010,5/1/10,33,114.9,-114.9,6.9
May,2011,5/1/11,33,119.7,-119.7,-4.8
May,2012,5/1/12,33,115.2,-115.2,4.5
May,2013,5/1/13,33,127,-127,-11.8
May,2014,5/1/14,33,125,-125,2.0
November,2008,11/1/08,33,88.8,-88.8,NaN
November,2009,11/1/09,33,130.3,-130.3,-41.5
November,2011,11/1/11,33,123.2,-123.2,7.1
November,2012,11/1/12,33,132.1,-132.1,-8.9
November,2013,11/1/13,33,138.5,-138.5,-6.4
October,2009,10/1/09,33,134.2,-134.2,NaN
October,2010,10/1/10,33,135.6,-135.6,-1.4
October,2011,10/1/11,33,132.3,-132.3,3.3
October,2012,10/1/12,33,141.8,-141.8,-9.5
October,2013,10/1/13,33,141.1,-141.1,0.7
September,2008,9/1/08,33,120.4,-120.4,NaN
September,2009,9/1/09,33,138.1,-138.1,-17.7
September,2010,9/1/10,33,135.6,-135.6,2.5
September,2011,9/1/11,33,133.8,-133.8,1.8
September,2012,9/1/12,33,147.1,-147.1,-13.3
September,2013,9/1/13,33,146,-146,1.1
April,2010,4/1/10,34,60.6,-60.6,NaN
April,2011,4/1/11,34,60.6,-60.6,0.0
April,2013,4/1/13,34,68,-68,-7.4
August,2010,8/1/10,34,78.5,-78.5,NaN
August,2011,8/1/11,34,74.6,-74.6,3.9
August,2013,8/1/13,34,102,-102,-27.4
December,2011,12/1/11,34,69.3,-69.3,NaN
December,2013,12/1/13,34,82.5,-82.5,-13.2
February,2010,2/1/10,34,63,-63,NaN
February,2011,2/1/11,34,62.1,-62.1,0.9
February,2013,2/1/13,34,60.4,-60.4,1.7
January,2011,1/1/11,34,65.2,-65.2,NaN
January,2013,1/1/13,34,65.2,-65.2,0.0
July,2010,7/1/10,34,71.8,-71.8,NaN
July,2011,7/1/11,34,70,-70,1.8
July,2013,7/1/13,34,102.4,-102.4,-32.4
June,2010,6/1/10,34,65.6,-65.6,NaN
June,2011,6/1/11,34,66.4,-66.4,-0.8
June,2013,6/1/13,34,91.8,-91.8,-25.4
March,2010,3/1/10,34,62.5,-62.5,NaN
March,2011,3/1/11,34,58.8,-58.8,3.7
March,2013,3/1/13,34,64.1,-64.1,-5.3
May,2010,5/1/10,34,62,-62,NaN
May,2011,5/1/11,34,64,-64,-2.0
May,2013,5/1/13,34,80.3,-80.3,-16.3
November,2011,11/1/11,34,73.5,-73.5,NaN
November,2013,11/1/13,34,90.7,-90.7,-17.2
October,2010,10/1/10,34,81.4,-81.4,NaN
October,2011,10/1/11,34,76.7,-76.7,4.7
October,2013,10/1/13,34,97.6,-97.6,-20.9
September,2010,9/1/10,34,81.4,-81.4,NaN
September,2011,9/1/11,34,78.3,-78.3,3.1
September,2013,9/1/13,34,100.8,-100.8,-22.5
April,2007,4/1/07,7,45.4,-45.4,NaN
April,2008,4/1/08,7,59.1,-59.1,-13.7
April,2009,4/1/09,7,51,-51,8.1
